latitude,longitude
1.275804635,103.849615
1.274949694,103.8516652
1.279586788,103.8689557
1.27974389,103.8515913
1.276409263,103.8545953
1.2763111440000001,103.854605
1.276427355,103.8545978
1.276427355,103.8545978
1.276427355,103.8545978
1.276251464,103.8554472
1.275241279,103.853659
1.277716828,103.8503676
1.277681396,103.85015729999999
1.274741732,103.85530920000001
1.2751945740000001,103.8551738
1.275358332,103.86702779999999
1.277526289,103.8529353
1.2780324220000001,103.85288320000001
1.277336813,103.8523824
1.280719235,103.8560047
1.28011453,103.8562864
1.2801654709999999,103.8562877
1.270044929,103.85732390000001
1.26602231,103.86052790000001
1.2661827509999999,103.860463
1.271027036,103.8624475
1.280884109,103.8698853
1.2817582090000001,103.8615857
1.283009015,103.8666432
1.282033813,103.86562359999999
1.2812972,103.8611498
1.280533242,103.8648321
1.282343025,103.8686368
1.283873015,103.8659937
1.2840215,103.86491579999999
1.281562074,103.86361600000001
1.2840215,103.86491579999999
1.284620463,103.8647354
1.28432373,103.85956359999999
1.2823333609999998,103.8583084
1.282407043,103.8583927
1.282574527,103.8585622
1.282407043,103.8583927
1.282407043,103.8583927
1.282407043,103.8583927
1.282407043,103.8583927
1.281873789,103.85907979999999
1.281873789,103.85907979999999
1.28179751,103.859037
1.284234913,103.8589822
1.279392556,103.85867270000001
1.278745669,103.8512705
1.278692274,103.85135240000001
1.279114289,103.8512586
1.27884624,103.85116359999999
1.278363046,103.8509574
1.278307296,103.85079520000001
1.2747355,103.8489943
1.274837628,103.8490249
1.28034498,103.8521433
1.27944619,103.8528404
1.282583367,103.8602202
1.283603469,103.860721
1.2846620359999998,103.8610059
1.284450186,103.8609567
1.2846620359999998,103.8610059
1.283422979,103.86079509999999
1.283677743,103.8607824
1.283577958,103.8607144
1.283454197,103.860809
1.283322499,103.8576291
1.283672147,103.8588119
1.283558721,103.85850570000001
1.283558721,103.85850570000001
1.283854644,103.85867490000001
1.285419703,103.8600381
1.286305599,103.859328
1.276714985,103.85332690000001
1.277224256,103.85369490000001
1.279625799,103.8549872
1.280178054,103.85419509999998
1.279651246,103.8538532
1.279581213,103.8537519
1.279439479,103.85378659999999
1.279794244,103.8545488
1.280195333,103.8542077
1.279439479,103.85378659999999
1.279124938,103.85445759999999
1.279105678,103.85429740000001
1.279017006,103.85446479999999
1.279147688,103.85447459999999
1.279109769,103.8544055
1.2794402040000001,103.8537868
1.279469386,103.85374959999999
1.279724915,103.8545488
1.2804679429999999,103.85347009999998
1.280769435,103.85265859999998
1.280769435,103.85265859999998
1.280769435,103.85265859999998
1.270290778,103.86314909999999
1.270872212,103.86332759999999
1.270861229,103.86325529999999
1.282390729,103.8525011
1.282287658,103.8524287
1.282253318,103.8525921
1.28232407,103.85253409999999
1.282287669,103.85277409999999
1.278487259,103.8674547
1.2805697790000001,103.8688465
1.2745547590000001,103.8635743
1.275379888,103.8628034
1.2939658859999998,103.87699509999999
1.283548904,103.8779096
1.299766835,103.863637
1.2995507609999999,103.8639507
1.299587365,103.8640401
1.29956843,103.8639777
1.299587365,103.8640401
1.299661688,103.8626708
1.29157236,103.8638107
1.286487159,103.8545688
1.286810774,103.8545349
1.28986,103.855278
1.290365866,103.8547977
1.289862327,103.855288
1.293525047,103.8587747
1.294885032,103.8577171
1.29487905,103.8576755
1.294923915,103.85769930000001
1.29487905,103.8576755
1.295969927,103.8587455
1.295711525,103.8585526
1.294846149,103.8577052
1.294859902,103.86033370000001
1.295032461,103.8598502
1.294324165,103.860372
1.295019628,103.85776170000001
1.294499091,103.857987
1.294657411,103.85972290000001
1.294646745,103.8597244
1.2954254040000002,103.8583786
1.2954254040000002,103.8583786
1.295085902,103.8595253
1.295084035,103.8596175
1.295084035,103.8596175
1.29512779,103.85954579999999
1.295594873,103.8589682
1.293502529,103.86026600000001
1.293469555,103.8603662
1.293502529,103.86026600000001
1.293592592,103.8602725
1.292679269,103.86030290000001
1.292679269,103.86030290000001
1.292670851,103.86029920000001
1.293998569,103.86035
1.293998569,103.86035
1.293998569,103.86035
1.293073896,103.86106720000001
1.292891754,103.86089179999999
1.291259709,103.85624240000001
1.2920291640000001,103.8558792
1.292603494,103.85431609999999
1.292378607,103.854663
1.291989648,103.85585520000001
1.293501325,103.85730749999999
1.2936221620000001,103.8572528
1.2910398029999999,103.8576235
1.2909719990000001,103.8575754
1.2909719990000001,103.8575754
1.2914552609999999,103.85700729999999
1.2909816840000001,103.85764759999999
1.291594805,103.8570487
1.291455268,103.85700729999999
1.292414433,103.85881440000001
1.292079954,103.8599724
1.292965041,103.859344
1.292046053,103.8599002
1.292965041,103.859344
1.290660592,103.858324
1.290718311,103.8600473
1.290249914,103.85903559999998
1.2896693240000001,103.8559527
1.289509562,103.8556658
1.28935083,103.85590129999999
1.29034635,103.86240699999999
1.289713418,103.8633722
1.289678176,103.86341259999999
1.288274038,103.85897469999999
1.2908151159999999,103.862081
1.282068948,103.8486488
1.282661071,103.8482745
1.28164602,103.8487663
1.284157411,103.8467027
1.28377016,103.8474181
1.283504305,103.84693859999999
1.283515217,103.84687890000001
1.2824576509999999,103.84898740000001
1.282897028,103.8492818
1.283170115,103.8487536
1.2829217240000002,103.84873490000001
1.283000396,103.84864540000001
1.282714561,103.8485901
1.282714561,103.8485901
1.282714561,103.8485901
1.282714561,103.8485901
1.282714561,103.8485901
1.282714561,103.8485901
1.282714561,103.8485901
1.282714561,103.8485901
1.2825305390000001,103.84840940000001
1.2857888640000001,103.8498363
1.281986679,103.8511225
1.282354843,103.8509389
1.282271959,103.85082249999999
1.282117362,103.8507742
1.282141673,103.85075479999999
1.2818187970000001,103.85056
1.281812484,103.8513845
1.2813630120000001,103.8509191
1.2813630120000001,103.8509191
1.2813630120000001,103.8509191
1.280593133,103.8503603
1.280653868,103.85041269999999
1.2815008890000001,103.8521605
1.280894779,103.85167709999999
1.281150405,103.85190859999999
1.2815008890000001,103.8521605
1.284246564,103.8510504
1.284339943,103.8509823
1.2834281029999999,103.8511397
1.28412561,103.8514617
1.2839332620000001,103.85146309999999
1.2839332620000001,103.85146309999999
1.2839332620000001,103.85146309999999
1.284333925,103.85137979999999
1.2839332620000001,103.85146309999999
1.284221331,103.85145340000001
1.2839332620000001,103.85146309999999
1.2839332620000001,103.85146309999999
1.2839332620000001,103.85146309999999
1.283177553,103.8508042
1.282887374,103.8508488
1.283856984,103.8521282
1.283856984,103.8521282
1.284143568,103.85199109999999
1.28419337,103.851954
1.284789925,103.85212750000001
1.2846710129999999,103.8522811
1.284665068,103.85212750000001
1.284665068,103.85212750000001
1.284665068,103.85212750000001
1.285473609,103.8503328
1.285298356,103.85117220000001
1.285573969,103.8502464
1.285298356,103.85117220000001
1.283357447,103.8514786
1.285171942,103.84819300000001
1.284836597,103.8476498
1.2847703990000001,103.84786590000002
1.284367997,103.8473638
1.284368001,103.8473638
1.284981442,103.85001559999999
1.284728633,103.8499578
1.2846622159999999,103.84997659999999
1.284502534,103.849913
1.28435815,103.8498635
1.284499195,103.8492275
1.283545253,103.8483637
1.2835701940000002,103.848345
1.2835701940000002,103.848345
1.2835701940000002,103.848345
1.2835701940000002,103.848345
1.2835701940000002,103.848345
1.2835701940000002,103.848345
1.2835701940000002,103.848345
1.2835701940000002,103.848345
1.2835701940000002,103.848345
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.283170115,103.8487536
1.28595388,103.8492349
1.285976134,103.8491972
1.286009949,103.84916690000001
1.286043801,103.8490858
1.2860728209999999,103.8490464
1.2861018579999999,103.8490068
1.2861018579999999,103.8490068
1.2861018579999999,103.8490068
1.286129384,103.8489677
1.286129384,103.8489677
1.286129384,103.8489677
1.286129384,103.8489677
1.2861595140000002,103.8489277
1.286190133,103.8488873
1.286220184,103.8488482
1.286252019,103.84880720000001
1.286280366,103.84876290000001
1.286300692,103.8486014
1.286437907,103.8483985
1.286457184,103.8483516
1.286457184,103.8483516
1.2864635359999999,103.84830600000001
1.286481268,103.8482639
1.28649669,103.8482199
1.2864998509999999,103.8479929
1.284470507,103.8504862
1.284294503,103.8506191
1.284294503,103.8506191
1.282230287,103.85051999999999
1.281904458,103.85002800000001
1.284075703,103.8501046
1.283916033,103.85001009999999
1.2839427490000002,103.8507118
1.283949168,103.8508627
1.283949168,103.8508627
1.287242477,103.8487141
1.287242477,103.8487141
1.287242477,103.8487141
1.287192865,103.84868730000001
1.287192865,103.84868730000001
1.287192865,103.84868730000001
1.287146974,103.8486648
1.287103691,103.84864250000001
1.28706034,103.8486196
1.28706034,103.8486196
1.28706034,103.8486196
1.28696381,103.8485941
1.286840124,103.848506
1.286840125,103.848506
1.286840125,103.848506
1.286797636,103.8484834
1.286797636,103.8484834
1.286797636,103.8484834
1.286797636,103.8484834
1.286797636,103.8484834
1.286754722,103.8484622
1.286754722,103.8484622
1.286754722,103.8484622
1.286711865,103.848439
1.286711865,103.848439
1.286711865,103.848439
1.286667638,103.8484176
1.286667637,103.8484176
1.286622888,103.84839649999999
1.286622889,103.84839649999999
1.286622889,103.84839649999999
1.28637797,103.84864420000001
1.286414778,103.8486667
1.286452116,103.8486861
1.286489999,103.8487061
1.286527837,103.84872440000001
1.286603994,103.848724
1.286603994,103.848724
1.285754187,103.8484892
1.285657546,103.847809
1.28554561,103.8477719
1.285658545,103.8478079
1.286193237,103.8529703
1.285626234,103.8539824
1.2870879,103.85347009999998
1.28224092,103.8512867
1.282241862,103.8513144
1.282084555,103.85154440000001
1.283321449,103.8518425
1.283204274,103.8519771
1.283081004,103.85184709999999
1.282980718,103.8518389
1.283619823,103.8520589
1.283619823,103.8520589
1.284122711,103.8525446
1.28413252,103.85244890000001
1.2846775559999999,103.85266829999999
1.285079436,103.85280329999999
1.285079436,103.85280329999999
1.283073883,103.8529862
1.283539723,103.8531066
1.283020861,103.8529228
1.282508658,103.8535787
1.28374529,103.8529493
1.283020861,103.8529228
1.283223279,103.8535572
1.283966672,103.8534802
1.2832321290000002,103.8536327
1.284624791,103.85404190000001
1.288142978,103.848934
1.2881429770000001,103.848934
1.2881429770000001,103.848934
1.288108234,103.8489506
1.288070129,103.84896020000001
1.288032679,103.84897009999999
1.2879943440000001,103.8489777
1.287950529,103.8489647
1.287909438,103.8489957
1.287909438,103.8489957
1.287909438,103.8489957
1.287866034,103.849005
1.287866034,103.849005
1.287866034,103.849005
1.287820965,103.8490111
1.287820965,103.8490111
1.28782925,103.8490478
1.287820965,103.8490111
1.2877760440000001,103.84901500000001
1.2877760440000001,103.84901500000001
1.2877760440000001,103.84901500000001
1.287731171,103.8490172
1.28773117,103.8490172
1.287685925,103.8490171
1.287685925,103.8490171
1.287685925,103.8490171
1.287640809,103.8490161
1.287640809,103.8490161
1.287640809,103.8490161
1.287594363,103.84901509999999
1.287594371,103.8490145
1.287594371,103.8490145
1.287548552,103.84901509999999
1.287548551,103.84901509999999
1.287548551,103.84901509999999
1.287505625,103.849014
1.287504989,103.8490139
1.287504989,103.8490139
1.287463021,103.8490132
1.287463022,103.8490132
1.287463022,103.8490132
1.287419879,103.8490121
1.287419667,103.8490112
1.287419667,103.8490112
1.287312504,103.8490076
1.287312504,103.8490076
1.287312504,103.8490076
1.287312504,103.8490076
1.287312504,103.8490076
