BusStopCode,RoadName,Description,Latitude,Longitude
08011,Clemenceau Ave,Opp Haw Par Glass Twr,1.29706985017362,103.84361028672502
08019,Clemenceau Ave,Aft Haw Par Glass Twr,1.29624633745957,103.84407009228418
08031,Penang Rd,Dhoby Ghaut Stn Exit B,1.29831153783592,103.8452569595532
08041,Orchard Rd,YMCA,1.29811014243867,103.84780636909545
08057,Orchard Rd,Dhoby Ghaut Stn,1.29930997279734,103.84529021429745
08058,Orchard Rd,Aft Dhoby Ghaut Stn,1.2989583431631,103.84654115271174
08069,Bras Basah Rd,BENCOOLEN STN EXIT B,1.29821382250893,103.84936128375956
08079,Prinsep St,Sch of the Arts,1.29921444445586,103.84910329217985
08111,Penang Rd,Winsland Hse,1.29986928715834,103.84093746088925
08121,Somerset Rd,Somerset Stn,1.30027569326586,103.83877618459663
08137,Orchard Rd,Orchard Plaza,1.30073968408393,103.84100500816844
08138,Orchard Rd,Concorde Hotel S'pore,1.3004785730821,103.84184700607595
09011,Orchard Turn,Opp Ngee Ann City,1.30211335092372,103.83431672376756
09022,Orchard Blvd,ORCHARD STN EXIT 13,1.30252834773643,103.83239784275958
09023,Orchard Turn,Opp Orchard Stn/ION,1.30323727330942,103.83254180023424
09037,Orchard Rd,Bef Cairnhill Rd,1.3023400420296,103.83701253388183
09038,Orchard Rd,Opp Somerset Stn,1.30154262450563,103.83852481842337
09047,Orchard Rd,Orchard Stn/Tang Plaza,1.30446065207443,103.83294467208566
09048,Orchard Rd,Orchard Stn/Lucky Plaza,1.30386684425114,103.83413070051408
09059,Grange Rd,Somerset Youth Pk,1.30044251755834,103.83623804216019
09111,Orchard Blvd,Opp Four Seasons Hotel,1.30453752623147,103.82914529614989
09121,Orchard Blvd,Bef Tomlinson Rd,1.30397379238249,103.82699645124522
09131,Grange Rd,OPP OCHARD BLVD STN,1.30391999998489,103.82333805603095
09139,Grange Rd,ORCHARD BLVD STN EXIT 1,1.303528,103.823585
09141,Napier Rd,British Council,1.30543500002797,103.82177666702269
09149,Napier Rd,Opp British Council,1.30608981381948,103.8212215023314
09159,Tanglin Rd,Aft Tomlinson Rd,1.30602637557418,103.82568042620605
09169,Orchard Rd,Delfi Orchard,1.3070135326348,103.82835507326037
09179,Orchard Rd,Royal Thai Embassy,1.30587966240898,103.83049004618626
09191,Tomlinson Rd,The Regent S'pore,1.30488653118311,103.82549755834486
09212,Scotts Rd,Royal Plaza On Scotts,1.30702238421536,103.83265522662566
09213,Scotts Rd,Thong Teck Bldg,1.30783805600034,103.83305083303023
09219,Scotts Rd,Far East Plaza,1.30731999685228,103.83316088291699
10009,Bt Merah Ctrl,Bt Merah Int,1.28210155945393,103.81722480263163
10011,New Bridge Rd,BEF NEIL RD,1.2777380589964,103.83749709165197
10017,Eu Tong Sen St,Aft Hosp Dr,1.27832046633393,103.83762574759974
10018,Eu Tong Sen St,OUTRAM PK STN EXIT 6/SGH,1.27900819665099,103.83860360621959
10021,Neil Rd,Blk 3,1.27744837946643,103.83838894560753
10041,Kg Bahru Rd,BEF KAMPONG BAHRU TER,1.27605834770353,103.83519065305671
10049,Kg Bahru Rd,OPP KAMPONG BAHRU TER,1.27623302424393,103.83483786772155
10051,Jln Bt Merah,Blk 149,1.2774116353284,103.83214410914843
10059,Jln Bt Merah,Opp Blk 149,1.27739664167497,103.83275178077875
10061,Jln Bt Merah,Blk 140,1.27860472196885,103.82948638898173
10069,Jln Bt Merah,Opp Blk 140,1.27855472196877,103.83008250001669
10071,Jln Bt Merah,Blk 111,1.28045309423663,103.82638920754815
10079,Jln Bt Merah,Blk 201,1.2803950142786,103.82708906887606
10081,Jln Bt Merah,Opp Blk 120,1.2822783541702,103.82241744338572
10089,Jln Bt Merah,Blk 119,1.28292332245689,103.82165660905856
10091,Jln Bt Merah,Bt Merah Town Ctr,1.28394108576437,103.81783962251122
10099,Jln Bt Merah,Opp Bt Merah Town Ctr,1.28420923932422,103.81765723225827
10101,Jln Bt Merah,OPP BT MERAH SEC SCH,1.28506195168861,103.8137833011436
10109,Jln Bt Merah,BT MERAH SEC SCH,1.28535315729277,103.81370529674271
10111,Jln Bt Merah,Opp Blk 28,1.28592835098556,103.80935410958449
10119,Jln Bt Merah,Opp Pacific Tech Ctr,1.28598009010704,103.81122515087834
10121,Kim Tian Rd,Blk 126 CP,1.28259924598805,103.82890541983913
10129,Kim Tian Rd,Blk 121,1.28231999999009,103.8285719444802
10131,Jln Bt Merah,Opp Blk 2,1.28619141382394,103.80686549059318
10139,Jln Bt Merah,Blk 1,1.28635135443034,103.8081000223439
10141,Tiong Bahru Rd,Blk 18,1.28583847140468,103.83238179897589
10149,Tiong Bahru Rd,Blk 1,1.28606797463712,103.83283384311112
10151,Tiong Bahru Rd,Ctrl Green Condo,1.28572048365401,103.8285292287095
10161,Tiong Bahru Rd,Opp Tiong Bahru Stn,1.28593135445772,103.82668969231534
10169,Tiong Bahru Rd,Tiong Bahru Stn,1.28599961406266,103.82748123930962
10171,Tiong Bahru Rd,Opp Tiong Bahru Pk,1.28736808047078,103.82346004890803
10179,Tiong Bahru Rd,Tiong Bahru Pk,1.28722333302937,103.82395833301354
10181,Tiong Bahru Rd,BEF AR-RABITAH MQUE,1.28850399420484,103.82109741719866
10189,Tiong Bahru Rd,Blk 104A CP,1.28858805222806,103.82183192865197
10191,Tiong Bahru Rd,Blk 78,1.28860026020096,103.81903121724014
10199,Tiong Bahru Rd,Delta Swim Cplx,1.28875723330649,103.81936618662205
10201,Tiong Bahru Rd,Opp Redhill Stn,1.28928144532567,103.81662854691157
10209,Tiong Bahru Rd,Redhill Stn,1.28954631749853,103.81672885450702
10211,Leng Kee Rd,Porsche Ctr S'pore,1.29075499997303,103.81144166700754
10219,Leng Kee Rd,Opp Motor Image,1.29089526651849,103.81191424883255
10221,Ganges Ave,Ganges Ctr,1.29032906602668,103.83111793441608
10229,Ganges Ave,Opp Harvest Mansions,1.29052137840164,103.83178189529583
10231,Ganges Ave,Blk 51 CP,1.29041850946952,103.82788100149519
10239,Ganges Ave,Blk 79,1.29060688839488,103.82865297447873
10241,Alexandra Rd,Gan Eng Seng Sec Sch,1.2906166672167,103.82362326803131
10249,Alexandra Rd,Opp Gan Eng Seng Sec Sch,1.29088138899671,103.82407777797806
10261,Alexandra Rd,Delta Sports Hall,1.29090335842692,103.82047232884216
10269,Alexandra Rd,Opp Delta Sports Hall,1.29125331927458,103.82057583280772
10271,Alexandra Rd,Opp Tanglin View,1.29115999997607,103.81757666701353
10279,Alexandra Rd,Tanglin View,1.29151373164978,103.81757660887743
10281,Alexandra Rd,SIS Bldg,1.29153833298318,103.81445166697797
10289,Alexandra Rd,Opp SIS Bldg,1.2918699745378,103.81440639448375
10291,Alexandra Rd,Bef Dawson Rd,1.29215855273858,103.81065866068086
10299,Alexandra Rd,Aft Dawson Rd,1.29233498466278,103.81146486767658
10321,Tanglin Rd,Aft Margaret Dr,1.29428332949691,103.81587839882768
10329,Tanglin Rd,Crescent Girls' Sch,1.29364671283262,103.81597460107542
10331,Henderson Rd,Bef Bt Merah Ctrl,1.28136306628839,103.81834423228645
10339,Henderson Rd,Aft Bt Merah Ctrl,1.28115835063292,103.81857250844851
10341,Henderson Rd,Opp Blk 116,1.28484639603431,103.82059301467888
10349,Henderson Rd,Blk 116,1.284977,103.821011
10351,Henderson Rd,Blk 95B,1.28675501760897,103.82204990181914
10359,Henderson Rd,Opp Blk 95C,1.28723833324362,103.82259298997768
10361,Lower Delta Rd,Cendex Ctr,1.28038092060065,103.82353025808791
10369,Lower Delta Rd,Opp Cendex Ctr,1.28037471151153,103.82387343933006
10371,Lower Delta Rd,Blk 129,1.28365072319387,103.824502653383
10379,Lower Delta Rd,Blk 25B,1.28373603376667,103.82489520929732
10381,Lower Delta Rd,Opp Blk 48,1.28906972186602,103.82559411728036
10389,Lower Delta Rd,Blk 48,1.28875832991208,103.82573455047122
10391,Kg Bahru Rd,Opp Melati Blk 2,1.27627105343758,103.8312563936613
10399,Kg Bahru Rd,Melati Blk 2,1.27588166292683,103.83019454205221
10401,Hoy Fatt Rd,Shriro Hse,1.28816729863,103.81167850401884
10409,Hoy Fatt Rd,Blk 50,1.28788221830638,103.81099317775703
10411,Hoy Fatt Rd,Opp Blk 53,1.28912979528004,103.81280840030111
10419,Hoy Fatt Rd,Blk 52,1.28842024220748,103.81257549749508
10421,Lengkok Bahru,Blk 63B,1.288964,103.814975
10429,Lengkok Bahru,Blk 54,1.2892779060127,103.81404805422201
10431,Lengkok Bahru,ENABLING VILLAGE,1.287195,103.813984
10439,Lengkok Bahru,OPP ENABLING VILLAGE,1.28747956947939,103.81418936580334
10441,Lengkok Bahru,Opp Blk 44,1.28656898930199,103.8116061687213
10449,Lengkok Bahru,Blk 44,1.28666552495266,103.81195378046979
10451,Redhill Rd,Opp Blk 71,1.28762380319765,103.8172559639682
10459,Redhill Rd,Blk 72,1.28754723360397,103.81639920301684
10461,Kay Siang Rd,Aft Margaret Dr,1.29680597432594,103.81169140516062
10469,Kay Siang Rd,Bef Margaret Dr,1.29668400003303,103.81216918970023
10471,Kay Siang Rd,Bef Tanglin Rd,1.29679993078344,103.81468220659576
10479,Kay Siang Rd,Aft Tanglin Rd,1.29668100002552,103.81547381025995
10481,Redhill Cl,Opp Blk 73,1.28784195484767,103.81797160113335
10489,Redhill Cl,Blk 73,1.28811638897142,103.81778388900163
10499,Spooner Rd,KAMPONG BAHRU TER,1.27585400417691,103.83401000002084
10501,Jln Bt Merah,Blk 104,1.28105845355429,103.82528065411316
10519,Delta Rd,Blk 4,1.291728,103.826122
10599,Jln Rumah Tinggi,Opp Blk 36,1.28883435010664,103.80924997344987
10651,Bt Merah Ctrl,Blk 161,1.28329993019059,103.81547665017668
10659,Bt Merah Ctrl,Blk 1003,1.28362333298689,103.81472833301791
11009,Ghim Moh Rd,Ghim Moh Ter,1.3110673548964,103.78932237623975
11019,Jln Bt Merah,Bef Blk 2,1.28679632523156,103.80565677295323
11021,Queensway,Aft Queenstown NPC HQ,1.28941805603102,103.80228694398484
11029,Queensway,Blk 166,1.29013472201419,103.80202111098815
11031,Queensway,Opp Queen's Cl,1.29119666696879,103.80045500000118
11039,Queensway,Blk 19,1.29245762862665,103.79998683928974
11041,Queensway,Aft C'wealth Dr,1.29624499998226,103.79952333299494
11049,Queensway,Opp Blessed Sacrament Ch,1.2954609366563,103.79952549937242
11051,Queensway,Opp Queenstown Polyclinic,1.29872166703909,103.8002979755481
11059,Queensway,Queenstown Polyclinic,1.29882892782979,103.80097389222824
11061,Queensway,Opp Queensway Sec Sch,1.30265777802206,103.80118694402536
11069,Queensway,Queensway Sec Sch,1.30236853162324,103.80161762237655
11071,Queensway,Blk 97,1.30621305601609,103.80170944396954
11079,Queensway,Opp Blk 95,1.305441389003,103.80185250000659
11081,Queensway,Viz Holland,1.30851972202313,103.80258027799627
11089,Queensway,Opp Holland Hill Lodge,1.30946135492693,103.80334087354639
11091,Farrer Rd,Leedon Green,1.31219444050072,103.80367378215983
11099,Farrer Rd,Opp Leedon Green,1.31305333300118,103.80437666697586
11101,Farrer Rd,Farrer Rd Mkt,1.31614971080385,103.80596012189226
11109,Farrer Rd,Spanish Village,1.31552472199926,103.80574305602846
11111,Farrer Rd,Farrer Rd Stn Exit B,1.31780157259006,103.80771866952543
11119,Farrer Rd,Farrer Rd Stn Exit A,1.31747833490912,103.80785606728587
11131,C'wealth Ave,Queens Condo,1.2928849988829,103.80706694417339
11139,C'wealth Ave,Blk 53A CP,1.2931986108138,103.80744694841283
11141,C'wealth Ave,Queenstown Stn Exit A/D,1.29463705145492,103.80582510668431
11149,C'wealth Ave,Queenstown Stn Exit B/C,1.29506407111991,103.80596280094791
11151,C'wealth Ave,Blk 42,1.29863585845076,103.80247592925552
11159,C'wealth Ave,Aft Ch Of Our Saviour,1.29800440816386,103.80362656855579
11161,C'wealth Ave,C'Wealth Stn Exit A/D,1.30213305598263,103.79839083302141
11169,C'wealth Ave,C'Wealth Stn Exit B/C,1.30270500001823,103.79838166697326
11171,C'wealth Ave,Opp Blk 7B,1.30535666699303,103.79479722196947
11179,C'wealth Ave,Blk 8,1.30627521395682,103.79427940117534
11181,C'wealth Ave,Opp Blk 43,1.30722333300814,103.79227638896938
11189,C'wealth Ave,Blk 43,1.30740138898924,103.79254222202354
11191,C'wealth Ave West,The Star Vista,1.30801640815091,103.7883731546267
11199,C'wealth Ave West,Blk 15,1.30837970735444,103.78843145303215
11201,Holland Rd,CSC Dempsey Clubhse,1.30692642897557,103.81186453577433
